,MMP,X,Y,Z,Yeo7,YeoDesc7,Yeo17,YeoDesc17
180,R_V1_ROI,13.644123077392578,-79.92284393310547,2.5634593963623047,1.0,Visual,2.0,Visual_2
181,R_MST_ROI,42.81373596191406,-65.88340759277344,2.3776369094848633,1.0,Visual,5.0,Attention_1
182,R_V6_ROI,17.168018341064453,-77.3841552734375,28.679595947265625,1.0,Visual,2.0,Visual_2
183,R_V2_ROI,13.88326358795166,-80.3570556640625,3.5128560066223145,1.0,Visual,2.0,Visual_2
184,R_V3_ROI,19.410512924194336,-86.14889526367188,6.009171962738037,1.0,Visual,1.0,Visual_1
185,R_V4_ROI,29.147174835205078,-83.42092895507812,-1.3618413209915161,1.0,Visual,1.0,Visual_1
186,R_V8_ROI,31.566801071166992,-72.38480377197266,-12.297318458557129,1.0,Visual,1.0,Visual_1
187,R_4_ROI,27.842403411865234,-17.415748596191406,53.57593536376953,2.0,Somatomotor,3.0,Somatomotor_1
188,R_3b_ROI,36.19810485839844,-23.240434646606445,50.48146438598633,2.0,Somatomotor,3.0,Somatomotor_1
189,R_FEF_ROI,40.878414154052734,-2.8802120685577393,48.19679641723633,3.0,DorsalAttention,7.0,Salience_1
190,R_PEF_ROI,44.20357131958008,1.1102499961853027,35.351966857910156,3.0,DorsalAttention,12.0,CentralExecutive_2
191,R_55b_ROI,45.628150939941406,1.4710227251052856,44.394874572753906,4.0,VentralAttention,7.0,Salience_1
192,R_V3A_ROI,16.5794620513916,-86.92333984375,26.058338165283203,1.0,Visual,2.0,Visual_2
193,R_RSC_ROI,7.440681457519531,-34.881282806396484,22.252399444580078,7.0,Default,11.0,CentralExecutive_1
194,R_POS2_ROI,11.702943801879883,-68.52052307128906,36.14554977416992,6.0,Frontoparietal,11.0,CentralExecutive_1
195,R_V7_ROI,24.047855377197266,-81.13426208496094,29.87464714050293,1.0,Visual,1.0,Visual_1
196,R_IPS1_ROI,24.28726577758789,-67.8220443725586,34.603328704833984,3.0,DorsalAttention,5.0,Attention_1
197,R_FFC_ROI,39.57792282104492,-54.4480094909668,-17.821802139282227,1.0,Visual,1.0,Visual_1
198,R_V3B_ROI,28.380504608154297,-75.55570983886719,18.261816024780273,1.0,Visual,1.0,Visual_1
199,R_LO1_ROI,37.99370574951172,-81.61699676513672,2.450160503387451,1.0,Visual,1.0,Visual_1
200,R_LO2_ROI,42.991546630859375,-81.73558807373047,-5.914863586425781,1.0,Visual,1.0,Visual_1
201,R_PIT_ROI,41.24343490600586,-79.47372436523438,-13.27560806274414,1.0,Visual,1.0,Visual_1
202,R_MT_ROI,45.65472412109375,-72.52074432373047,5.399730682373047,1.0,Visual,1.0,Visual_1
203,R_A1_ROI,42.86222457885742,-24.463035583496094,9.010104179382324,2.0,Somatomotor,4.0,Somatomotor_2
204,R_PSL_ROI,60.61813735961914,-38.48481750488281,20.737060546875,4.0,VentralAttention,7.0,Salience_1
205,R_SFL_ROI,9.085042953491211,15.34901237487793,61.55561065673828,7.0,Default,17.0,DMN_4
206,R_PCV_ROI,7.856561660766602,-52.77616882324219,48.92934036254883,3.0,DorsalAttention,11.0,CentralExecutive_1
207,R_STV_ROI,55.96863555908203,-41.806190490722656,15.648341178894043,4.0,VentralAttention,14.0,DMN_1
208,R_7Pm_ROI,7.21102237701416,-66.11422729492188,48.562294006347656,6.0,Frontoparietal,11.0,CentralExecutive_1
209,R_7m_ROI,6.868125915527344,-60.59658432006836,35.07878494262695,7.0,Default,16.0,DMN_3
210,R_POS1_ROI,11.680673599243164,-56.40385055541992,15.615166664123535,7.0,Default,15.0,DMN_2
211,R_23d_ROI,4.821904182434082,-22.41567611694336,37.94583511352539,7.0,Default,16.0,DMN_3
212,R_v23ab_ROI,6.377841472625732,-52.99008560180664,19.0791015625,7.0,Default,16.0,DMN_3
213,R_d23ab_ROI,5.196383953094482,-38.922706604003906,32.01347351074219,7.0,Default,16.0,DMN_3
214,R_31pv_ROI,10.211549758911133,-44.2144660949707,32.79252243041992,7.0,Default,16.0,DMN_3
215,R_5m_ROI,6.301719665527344,-37.53634262084961,64.07495880126953,2.0,Somatomotor,3.0,Somatomotor_1
216,R_5mv_ROI,14.131072998046875,-39.1678466796875,51.622589111328125,4.0,VentralAttention,7.0,Salience_1
217,R_23c_ROI,12.319948196411133,-33.00742721557617,40.84974670410156,4.0,VentralAttention,7.0,Salience_1
218,R_5L_ROI,12.623101234436035,-43.82102966308594,69.58583068847656,2.0,Somatomotor,3.0,Somatomotor_1
219,R_24dd_ROI,8.915975570678711,-17.36826515197754,50.71137237548828,2.0,Somatomotor,3.0,Somatomotor_1
220,R_24dv_ROI,11.674341201782227,-4.848774433135986,45.11301040649414,2.0,Somatomotor,3.0,Somatomotor_1
221,R_7AL_ROI,18.971397399902344,-51.130760192871094,62.30957794189453,3.0,DorsalAttention,6.0,Attention_2
222,R_SCEF_ROI,8.289198875427246,3.6832332611083984,57.06341552734375,4.0,VentralAttention,7.0,Salience_1
223,R_6ma_ROI,17.564041137695312,4.624337673187256,62.5711555480957,4.0,VentralAttention,7.0,Salience_1
224,R_7Am_ROI,8.856369972229004,-58.33050537109375,59.37065887451172,3.0,DorsalAttention,6.0,Attention_2
225,R_7PL_ROI,13.122223854064941,-70.54830932617188,52.028228759765625,3.0,DorsalAttention,5.0,Attention_1
226,R_7PC_ROI,32.12914276123047,-48.33869552612305,58.99978256225586,3.0,DorsalAttention,6.0,Attention_2
227,R_LIPv_ROI,26.874874114990234,-55.51301193237305,51.46546173095703,3.0,DorsalAttention,5.0,Attention_1
228,R_VIP_ROI,18.358463287353516,-60.97200393676758,58.89562225341797,3.0,DorsalAttention,5.0,Attention_1
229,R_MIP_ROI,23.985183715820312,-62.96554183959961,45.189781188964844,3.0,DorsalAttention,5.0,Attention_1
230,R_1_ROI,42.490474700927734,-24.29816246032715,55.159454345703125,2.0,Somatomotor,3.0,Somatomotor_1
231,R_2_ROI,35.00859832763672,-32.43272018432617,50.45036697387695,2.0,Somatomotor,3.0,Somatomotor_1
232,R_3a_ROI,30.615886688232422,-21.64444351196289,44.751502990722656,2.0,Somatomotor,3.0,Somatomotor_1
233,R_6d_ROI,35.042816162109375,-12.647972106933594,60.88045883178711,2.0,Somatomotor,3.0,Somatomotor_1
234,R_6mp_ROI,15.512650489807129,-12.413202285766602,64.73966217041016,2.0,Somatomotor,3.0,Somatomotor_1
235,R_6v_ROI,56.324989318847656,2.989455223083496,29.872873306274414,2.0,Somatomotor,4.0,Somatomotor_2
236,R_p24pr_ROI,6.640317440032959,-1.754494309425354,39.0926513671875,4.0,VentralAttention,7.0,Salience_1
237,R_33pr_ROI,6.050947666168213,12.10867691040039,28.732606887817383,4.0,VentralAttention,8.0,Salience_2
238,R_a24pr_ROI,6.872984409332275,17.902515411376953,30.75108528137207,4.0,VentralAttention,7.0,Salience_1
239,R_p32pr_ROI,11.712455749511719,14.117021560668945,38.625038146972656,4.0,VentralAttention,7.0,Salience_1
240,R_a24_ROI,8.272387504577637,36.20957565307617,-1.3061096668243408,7.0,Default,16.0,DMN_3
241,R_d32_ROI,11.495012283325195,38.173892974853516,23.842309951782227,7.0,Default,16.0,DMN_3
242,R_8BM_ROI,7.8524603843688965,28.330583572387695,45.47518539428711,6.0,Frontoparietal,13.0,CentralExecutive_3
243,R_p32_ROI,12.033650398254395,43.929054260253906,-2.9385221004486084,7.0,Default,16.0,DMN_3
244,R_10r_ROI,8.942004203796387,46.64402770996094,-9.435789108276367,7.0,Default,16.0,DMN_3
245,R_47m_ROI,33.74054718017578,29.294151306152344,-14.645923614501953,7.0,Default,17.0,DMN_4
246,R_8Av_ROI,36.74517822265625,19.760936737060547,45.93136215209961,6.0,Frontoparietal,13.0,CentralExecutive_3
247,R_8Ad_ROI,22.423723220825195,26.63347625732422,42.33425521850586,7.0,Default,16.0,DMN_3
248,R_9m_ROI,9.80696964263916,51.53628921508789,19.056350708007812,7.0,Default,16.0,DMN_3
249,R_8BL_ROI,11.396852493286133,37.72666549682617,47.766502380371094,7.0,Default,17.0,DMN_4
250,R_9p_ROI,18.421079635620117,45.737667083740234,32.38748550415039,7.0,Default,16.0,DMN_3
251,R_10d_ROI,11.2313814163208,62.76933288574219,4.240110397338867,7.0,Default,16.0,DMN_3
252,R_8C_ROI,37.84184646606445,18.216371536254883,34.85440444946289,6.0,Frontoparietal,13.0,CentralExecutive_3
253,R_44_ROI,51.358341217041016,17.453521728515625,12.44919204711914,6.0,Frontoparietal,8.0,Salience_2
254,R_45_ROI,49.401737213134766,27.74934196472168,3.260441780090332,7.0,Default,17.0,DMN_4
255,R_47l_ROI,44.64799880981445,31.81338119506836,-11.028790473937988,7.0,Default,17.0,DMN_4
256,R_a47r_ROI,37.55747985839844,47.421142578125,-6.120967388153076,6.0,Frontoparietal,13.0,CentralExecutive_3
257,R_6r_ROI,49.414573669433594,6.5257368087768555,15.771933555603027,4.0,VentralAttention,12.0,CentralExecutive_2
258,R_IFJa_ROI,40.49264144897461,18.01649284362793,21.680269241333008,6.0,Frontoparietal,12.0,CentralExecutive_2
259,R_IFJp_ROI,36.24420928955078,7.660102367401123,25.834875106811523,3.0,DorsalAttention,12.0,CentralExecutive_2
260,R_IFSp_ROI,45.0062370300293,25.87664031982422,18.073396682739258,6.0,Frontoparietal,12.0,CentralExecutive_2
261,R_IFSa_ROI,45.20737838745117,34.18893814086914,5.3027238845825195,6.0,Frontoparietal,12.0,CentralExecutive_2
262,R_p9-46v_ROI,43.28248596191406,30.487075805664062,26.439748764038086,6.0,Frontoparietal,12.0,CentralExecutive_2
263,R_46_ROI,33.75065994262695,34.603981018066406,29.01284408569336,6.0,Frontoparietal,8.0,Salience_2
264,R_a9-46v_ROI,38.322235107421875,47.69652557373047,10.299686431884766,6.0,Frontoparietal,8.0,Salience_2
265,R_9-46d_ROI,27.3836612701416,44.01599884033203,21.332000732421875,6.0,Frontoparietal,8.0,Salience_2
266,R_9a_ROI,17.835153579711914,57.73179626464844,18.666582107543945,7.0,Default,17.0,DMN_4
267,R_10v_ROI,6.471806526184082,48.50094985961914,-16.525726318359375,5.0,Limbic,10.0,Limbic_2
268,R_a10p_ROI,24.261621475219727,56.24966812133789,-7.420313358306885,6.0,Frontoparietal,13.0,CentralExecutive_3
269,R_10pp_ROI,12.554732322692871,56.84554672241211,-14.87441635131836,5.0,Limbic,10.0,Limbic_2
270,R_11l_ROI,24.206132888793945,43.3149299621582,-13.404284477233887,6.0,Frontoparietal,10.0,Limbic_2
271,R_13l_ROI,21.143396377563477,24.645017623901367,-17.9686336517334,5.0,Limbic,10.0,Limbic_2
272,R_OFC_ROI,10.476617813110352,32.615821838378906,-22.707651138305664,5.0,Limbic,10.0,Limbic_2
273,R_47s_ROI,30.531858444213867,21.663578033447266,-16.92950439453125,7.0,Default,17.0,DMN_4
274,R_LIPd_ROI,30.210857391357422,-54.68412780761719,42.45768356323242,3.0,DorsalAttention,12.0,CentralExecutive_2
275,R_6a_ROI,26.528118133544922,-1.7744734287261963,49.924949645996094,3.0,DorsalAttention,6.0,Attention_2
276,R_i6-8_ROI,32.58006286621094,11.6703462600708,50.82794952392578,6.0,Frontoparietal,13.0,CentralExecutive_3
277,R_s6-8_ROI,19.31855010986328,18.251253128051758,55.060325622558594,6.0,Frontoparietal,13.0,CentralExecutive_3
278,R_43_ROI,55.91584396362305,-1.3949962854385376,10.930630683898926,4.0,VentralAttention,4.0,Somatomotor_2
279,R_OP4_ROI,57.38325119018555,-13.02584457397461,16.708223342895508,2.0,Somatomotor,4.0,Somatomotor_2
280,R_OP1_ROI,44.66953659057617,-21.32845687866211,19.454975128173828,2.0,Somatomotor,4.0,Somatomotor_2
281,R_OP2-3_ROI,38.43916320800781,-15.91779899597168,19.332515716552734,2.0,Somatomotor,4.0,Somatomotor_2
282,R_52_ROI,38.199886322021484,-23.80317497253418,1.8705617189407349,2.0,Somatomotor,4.0,Somatomotor_2
283,R_RI_ROI,40.97399139404297,-33.00577926635742,17.696731567382812,2.0,Somatomotor,4.0,Somatomotor_2
284,R_PFcm_ROI,47.55295181274414,-29.110918045043945,23.018522262573242,2.0,Somatomotor,7.0,Salience_1
285,R_PoI2_ROI,37.24304962158203,-5.263260364532471,-0.7769885063171387,4.0,VentralAttention,7.0,Salience_1
286,R_TA2_ROI,52.70870590209961,-1.6648396253585815,-8.398965835571289,2.0,Somatomotor,4.0,Somatomotor_2
287,R_FOP4_ROI,37.920936584472656,13.66247272491455,9.100504875183105,4.0,VentralAttention,7.0,Salience_1
288,R_MI_ROI,35.758155822753906,7.177906513214111,1.6609280109405518,4.0,VentralAttention,7.0,Salience_1
289,R_Pir_ROI,33.153953552246094,4.730762004852295,-18.963899612426758,4.0,VentralAttention,7.0,Salience_1
290,R_AVI_ROI,31.313133239746094,23.89329719543457,-3.245246410369873,6.0,Frontoparietal,8.0,Salience_2
291,R_AAIC_ROI,31.390762329101562,13.493685722351074,-11.111724853515625,4.0,VentralAttention,8.0,Salience_2
292,R_FOP1_ROI,48.7693977355957,3.0151729583740234,6.764172554016113,4.0,VentralAttention,7.0,Salience_1
293,R_FOP3_ROI,34.83784484863281,5.4763898849487305,12.19260311126709,4.0,VentralAttention,7.0,Salience_1
294,R_FOP2_ROI,41.08721160888672,-3.8539514541625977,15.860550880432129,2.0,Somatomotor,4.0,Somatomotor_2
295,R_PFt_ROI,51.649723052978516,-26.64357566833496,38.13883590698242,3.0,DorsalAttention,6.0,Attention_2
296,R_AIP_ROI,35.453216552734375,-40.91774368286133,41.14727020263672,3.0,DorsalAttention,6.0,Attention_2
297,R_EC_ROI,22.982666015625,-14.958276748657227,-27.453752517700195,5.0,Limbic,9.0,Limbic_1
298,R_PreS_ROI,20.482271194458008,-35.09429931640625,-8.620291709899902,1.0,Visual,15.0,DMN_2
299,R_H_ROI,30.64610481262207,-28.708757400512695,-15.487494468688965,5.0,Limbic,15.0,DMN_2
300,R_ProS_ROI,20.805606842041016,-49.741268157958984,0.9799689054489136,1.0,Visual,2.0,Visual_2
301,R_PeEc_ROI,30.029468536376953,-11.610284805297852,-31.540729522705078,5.0,Limbic,9.0,Limbic_1
302,R_STGa_ROI,50.70597457885742,11.380622863769531,-19.204891204833984,7.0,Default,14.0,DMN_1
303,R_PBelt_ROI,57.245521545410156,-20.430065155029297,4.7025065422058105,2.0,Somatomotor,4.0,Somatomotor_2
304,R_A5_ROI,60.34589385986328,-16.96240997314453,-2.2676782608032227,2.0,Somatomotor,14.0,DMN_1
305,R_PHA1_ROI,22.817707061767578,-34.81004333496094,-15.09208869934082,1.0,Visual,15.0,DMN_2
306,R_PHA3_ROI,35.93247985839844,-37.93941116333008,-16.87368392944336,1.0,Visual,15.0,DMN_2
307,R_STSda_ROI,51.58997344970703,-5.20382022857666,-15.3583984375,7.0,Default,14.0,DMN_1
308,R_STSdp_ROI,47.82563400268555,-29.43280792236328,-3.6302926540374756,7.0,Default,14.0,DMN_1
309,R_STSvp_ROI,58.03359603881836,-33.170387268066406,-8.476617813110352,7.0,Default,17.0,DMN_4
310,R_TGd_ROI,39.238365173339844,10.097253799438477,-33.36074447631836,5.0,Limbic,9.0,Limbic_1
311,R_TE1a_ROI,58.236446380615234,-5.452396392822266,-25.670597076416016,7.0,Default,17.0,DMN_4
312,R_TE1p_ROI,59.68645095825195,-42.61857223510742,-13.183921813964844,6.0,Frontoparietal,13.0,CentralExecutive_3
313,R_TE2a_ROI,52.903873443603516,-18.44255828857422,-30.153682708740234,5.0,Limbic,9.0,Limbic_1
314,R_TF_ROI,42.117088317871094,-21.1992130279541,-26.860868453979492,5.0,Limbic,9.0,Limbic_1
315,R_TE2p_ROI,48.28987121582031,-40.032535552978516,-19.781221389770508,3.0,DorsalAttention,5.0,Attention_1
316,R_PHT_ROI,57.55720901489258,-52.084468841552734,-4.20627498626709,3.0,DorsalAttention,12.0,CentralExecutive_2
317,R_PH_ROI,47.10298538208008,-61.34407424926758,-11.33423900604248,3.0,DorsalAttention,5.0,Attention_1
318,R_TPOJ1_ROI,51.21649169921875,-42.87836837768555,7.150767803192139,2.0,Somatomotor,14.0,DMN_1
319,R_TPOJ2_ROI,52.21600341796875,-58.27934646606445,6.0932297706604,3.0,DorsalAttention,14.0,DMN_1
320,R_TPOJ3_ROI,40.6183967590332,-64.26689147949219,13.108297348022461,3.0,DorsalAttention,5.0,Attention_1
321,R_DVT_ROI,19.995899200439453,-67.77897644042969,30.3244686126709,1.0,Visual,2.0,Visual_2
322,R_PGp_ROI,40.325035095214844,-78.03915405273438,20.73363494873047,3.0,DorsalAttention,5.0,Attention_1
323,R_IP2_ROI,42.581295013427734,-46.48621368408203,39.18576431274414,6.0,Frontoparietal,12.0,CentralExecutive_2
324,R_IP1_ROI,35.05022048950195,-64.55943298339844,41.97564697265625,6.0,Frontoparietal,12.0,CentralExecutive_2
325,R_IP0_ROI,34.03641128540039,-72.99900817871094,26.393678665161133,3.0,DorsalAttention,5.0,Attention_1
326,R_PFop_ROI,58.72450637817383,-20.976133346557617,27.517745971679688,4.0,VentralAttention,7.0,Salience_1
327,R_PF_ROI,56.41733169555664,-33.3381233215332,34.66379928588867,4.0,VentralAttention,7.0,Salience_1
328,R_PFm_ROI,51.318763732910156,-49.02881622314453,37.69853591918945,6.0,Frontoparietal,13.0,CentralExecutive_3
329,R_PGi_ROI,46.4529914855957,-57.221126556396484,22.711349487304688,7.0,Default,16.0,DMN_3
330,R_PGs_ROI,43.167198181152344,-64.96070861816406,36.6447868347168,7.0,Default,16.0,DMN_3
331,R_V6A_ROI,21.223804473876953,-80.47533416748047,41.7942008972168,1.0,Visual,2.0,Visual_2
332,R_VMV1_ROI,19.888507843017578,-53.18779373168945,-6.671980381011963,1.0,Visual,2.0,Visual_2
333,R_VMV3_ROI,30.03873634338379,-61.67243957519531,-9.241508483886719,1.0,Visual,1.0,Visual_1
334,R_PHA2_ROI,32.6497917175293,-34.754390716552734,-14.597613334655762,1.0,Visual,15.0,DMN_2
335,R_V4t_ROI,43.95515441894531,-77.50263977050781,-2.953481912612915,1.0,Visual,1.0,Visual_1
336,R_FST_ROI,46.66033935546875,-62.224979400634766,-3.647993564605713,3.0,DorsalAttention,5.0,Attention_1
337,R_V3CD_ROI,33.122398376464844,-83.16647338867188,12.723511695861816,1.0,Visual,1.0,Visual_1
338,R_LO3_ROI,44.28101348876953,-77.0561294555664,7.715630531311035,1.0,Visual,1.0,Visual_1
339,R_VMV2_ROI,29.412025451660156,-54.558876037597656,-6.039541721343994,1.0,Visual,2.0,Visual_2
340,R_31pd_ROI,12.382266998291016,-52.209861755371094,35.541629791259766,7.0,Default,16.0,DMN_3
341,R_31a_ROI,7.752252578735352,-43.25457763671875,40.993255615234375,7.0,Default,11.0,CentralExecutive_1
342,R_VVC_ROI,31.01397132873535,-48.81600570678711,-17.57944679260254,1.0,Visual,1.0,Visual_1
343,R_25_ROI,6.583378314971924,19.158777236938477,-13.977178573608398,5.0,Limbic,10.0,Limbic_2
344,R_s32_ROI,7.447351932525635,31.205902099609375,-13.577554702758789,7.0,Default,16.0,DMN_3
345,R_pOFC_ROI,14.829195976257324,14.830940246582031,-17.468555450439453,5.0,Limbic,10.0,Limbic_2
346,R_PoI1_ROI,37.87261962890625,-12.196969032287598,-6.606897830963135,4.0,VentralAttention,7.0,Salience_1
347,R_Ig_ROI,34.76472473144531,-13.94291877746582,14.154500007629395,2.0,Somatomotor,4.0,Somatomotor_2
348,R_FOP5_ROI,36.9322395324707,26.465763092041016,5.531320571899414,4.0,VentralAttention,8.0,Salience_2
349,R_p10p_ROI,24.513334274291992,54.48413848876953,3.9838669300079346,6.0,Frontoparietal,13.0,CentralExecutive_3
350,R_p47r_ROI,42.860111236572266,41.04816818237305,-2.7425649166107178,6.0,Frontoparietal,13.0,CentralExecutive_3
351,R_TGv_ROI,36.827083587646484,-2.4575445652008057,-40.84446334838867,5.0,Limbic,9.0,Limbic_1
352,R_MBelt_ROI,44.7166862487793,-20.20547866821289,3.7093915939331055,2.0,Somatomotor,4.0,Somatomotor_2
353,R_LBelt_ROI,48.54800796508789,-25.894662857055664,6.572672367095947,2.0,Somatomotor,4.0,Somatomotor_2
354,R_A4_ROI,63.20122528076172,-18.317712783813477,3.3682544231414795,2.0,Somatomotor,4.0,Somatomotor_2
355,R_STSva_ROI,53.599884033203125,-13.253372192382812,-18.921106338500977,7.0,Default,17.0,DMN_4
356,R_TE1m_ROI,60.842464447021484,-25.315439224243164,-17.286142349243164,7.0,Default,13.0,CentralExecutive_3
357,R_PI_ROI,45.358524322509766,-7.598560810089111,-14.136739730834961,4.0,VentralAttention,7.0,Salience_1
358,R_a32pr_ROI,11.674287796020508,28.104528427124023,28.402536392211914,6.0,Frontoparietal,8.0,Salience_2
359,R_p24_ROI,7.29720401763916,34.65282440185547,13.855443000793457,7.0,Default,16.0,DMN_3
